date,day_week,special_event,6_week_lun,6_week_din,lun_ly,din_ly,din_2y,pred_lunch,pred_din,lunch_sales,dinner_sales,guest_count_lunch,guest_count_dinner,ppl_res_lun,ppl_res_din,temp_avg
11/9/2018,Friday,,58,191,102,399,,100,400,$978.36,5989.81,65,307,0,68,39
11/10/2018,Saturday,"ly veterans day, OSU 12pm BBALL vs wyomig",70,194,100,369,,100,400,1897.79,6687.33,105,338,6,117,44
11/11/2018,Sunday,veterans day,55,194,116,275,,120,275,"$1,675.35",5903.36,96,300,25,73,44
11/12/2018,Monday,coaches dinner,71,272,40,204,,50,165,"$1,308.56",3395.19,59,143,2,7,46
11/13/2018,Tuesday,,70,339,43,138,,50,150,$679.39,2376.16,49,123,4,10,40
11/14/2018,Wednesday,post cater OSU Football 150 snack pack,102,263,90,128,,50,150,$881.27,5019.16,75,319,26,30,43
11/15/2018,Thursday,,55,199,55,196,,60,200,"$1,334.94",2138.66,85,112,8,18,50
11/16/2018,Friday,ly osu dad weekend,58,191,51,480,,60,350,$557.98,6823.17,44,359,0,106,49
11/17/2018,Saturday,ly game 3:30 end,70,194,185,589,,120,400,"$2,079.09",7409.15,130,385,50,134,49
11/18/2018,Sunday,,55,194,214,206,,220,220,"$2,405.61",4521.65,138,235,17,46,44
11/19/2018,Monday,coaches dinner,71,272,66,178,,70,180,$951.31,3122.95,50,161,0,6,43
11/20/2018,Tuesday,,70,339,58,184,,60,180,$625.33,3668.19,50,209,5,34,40
11/21/2018,Wednesday,,102,263,82,187,,70,180,$819.02,5140.37,65,282,0,102,45
11/22/2018,Thursday,thanksgiving,55,199,0,0,,0,0,$0.00,0,0,0,2,4,50
11/23/2018,Friday,1pm UO vs OSU home cater 225 people,58,191,69,277,,70,450,"$4,806.80",9409.31,281,383,12,67,49
11/24/2018,Saturday,,70,194,39,184,,90,400,$111.85,6483.43,64,333,4,74,40
11/25/2018,Sunday,,55,194,103,189,,120,200,,4510.03,102,250,0,32,40
11/26/2018,Monday,,71,272,50,136,,50,140,$429.32,2463.18,26,136,,,50
11/27/2018,Tuesday,,70,339,39,184,,50,160,$715.64,3176.53,48,162,0,13,54
11/28/2018,Wednesday,,102,263,68,145,,60,160,$491.29,3155.03,37,155,0,21,51
11/29/2018,Thursday,,55,199,31,187,,60,160,$490.19,3479.2,38,200,0,15,48
11/30/2018,Friday,,58,191,77,430,,80,430,"$1,006.86",6614.37,67,340,13,133,46
12/1/2018,Saturday,"ly 6a championship game, 4pm OSU vs Missouri State BBALL",,,56,439,,50,400,,,110,445,13,178,43
12/2/2018,Sunday,,,,104,278,,100,275,,,124,339,14,33,44
12/3/2018,Monday,,,,53,149,,50,150,,,67,183,17,38,39
12/4/2018,Tuesday,,,,81,194,,50,160,,,55,131,0,16,40
12/5/2018,Wednesday,,,,42,168,,50,150,,,67,194,6,37,40
12/6/2018,Thursday,,,,73,230,,60,180,,,67,172,0,2,37
12/7/2018,Friday,,,,68,343,,70,325,,,154,358,48,107,33
12/8/2018,Saturday,,,,98,354,,100,350,,,84,362,40,116,40
12/9/2018,Sunday,12:30pm OSU vs STLOUS BBALL,,,107,230,,100,225,,,128,256,13,29,38
12/10/2018,Monday,,,,63,102,,50,150,,,45,135,0,19,46
12/11/2018,Tuesday,ly 36 to go orders FB,,,107,254,,60,150,,,52,106,0,8,47
12/12/2018,Wednesday,,,,56,150,,60,150,,,62,170,0,40,47
12/13/2018,Thursday,,,,85,151,,60,150,,,86,178,42,38,49
12/14/2018,Friday,,,,75,301,,75,300,,,77,260,22,62,44
12/15/2018,Saturday,8pm home game OSU vs texas AM BBALL,,,81,242,,75,250,,,84,254,0,74,44
12/16/2018,Sunday,,,,113,223,,100,225,,,96,222,12,77,48
12/17/2018,Monday,,,,64,146,,50,150,,,54,183,0,40,48
12/18/2018,Tuesday,7pm OSU Vs Pepperdine BBALL,,,80,143,,50,150,,,78,129,17,8,54
12/19/2018,Wednesday,,,,97,161,,50,150,,,92,180,4,63,51
12/20/2018,Thursday,,,,56,169,,50,150,,,66,226,23,41,52
12/21/2018,Friday,,,,95,222,,100,225,,,72,281,14,123,41
12/22/2018,Saturday,,,,91,242,,100,250,,,85,308,60,134,38
12/23/2018,Sunday,ly xmas eve closed,,,,,,75,180,,,69,257,26,99,50
12/24/2018,Monday,ly x mas closed,,,,,,0,0,,,0,0,2,0,47
12/25/2018,Tuesday,,,,66,159,,0,0,,,0,0,2,3,43
12/26/2018,Wednesday,,,,78,198,,75,180,,,99,228,13,58,42
12/27/2018,Thursday,,,,86,243,,75,180,,,72,200,6,19,42
12/28/2018,Friday,,,,95,347,,75,325,,,108,289,11,404,44
12/29/2018,Saturday,5pm OSU vs Ccentral CT BBALL,,,108,280,,100,275,,,102,324,18,32,49
12/30/2018,Sunday,,,,90,267,,90,250,,,106,247,0,35,46
12/31/2018,Monday,,,,130,127,,80,120,,,72,225,75,106,39
1/1/2019,Tuesday,,,,44,122,144,0,120,,,0,187,3,28,34
1/2/2019,Wednesday,,,,57,142,138,60,150,,,64,134,0,26,37
1/3/2019,Thursday,,,,86,173,205,60,150,,,77,206,0,42,49
1/4/2019,Friday,,,,70,289,328,75,250,,,79,284,0,105,46
1/5/2019,Saturday,,,,103,287,,80,290,,,83,294,0,89,44
1/6/2019,Sunday,,,,79,234,121,100,250,,,140,320,24,29,41
1/7/2019,Monday,,,,31,144,184,30,140,,,54,119,13,27,43
1/8/2019,Tuesday,,,,62,131,211,50,140,,,59,169,12,27,44
1/9/2019,Wednesday,,,,46,143,167,50,180,,,71,178,0,26,46
1/10/2019,Thursday,,,,72,197,212,70,450,,,71,481,5,43,51
1/11/2019,Friday,,,,92,374,362,80,350,,,71,338,14,75,44
1/12/2019,Saturday,,,,100,358,420,100,350,,,102,413,35,92,43
1/13/2019,Sunday,,,,88,281,320,70,280,,,93,321,8,61,41
1/14/2019,Monday,,,,81,209,253,50,160,,,42,123,0,12,39
1/15/2019,Tuesday,,,,54,171,138,50,160,,,54,170,5,12,38
1/16/2019,Wednesday,,,,46,154,159,50,170,,,57,202,9,16,38
1/17/2019,Thursday,,,,76,186,165,70,170,,,78,159,0,20,44
1/18/2019,Friday,,,,78,347,400,80,350,,,50,341,0,80,44
1/19/2019,Saturday,,,,96,331,447,100,330,,,119,408,15,129,51
1/20/2019,Sunday,,,,83,184,277,100,200,,,108,297,0,28,43
1/21/2019,Monday,,,,47,151,129,100,200,,,99,206,13,15,42
1/22/2019,Tuesday,,,,63,120,163,50,150,,,37,141,0,18,43
1/23/2019,Wednesday,,,,58,146,180,50,150,,,27,118,0,23,52
1/24/2019,Thursday,,,,45,187,209,50,160,,,69,263,17,7,44
1/25/2019,Friday,,,,56,342,390,100,350,,,96,364,18,72,44
1/26/2019,Saturday,,,,115,464,423,100,400,,,85,423,4,83,36
1/27/2019,Sunday,,,,104,260,272,120,250,,,154,267,10,16,39
1/28/2019,Monday,,,,43,166,194,50,160,,,66,157,7,5,47
1/29/2019,Tuesday,,,,46,150,185,50,176,,,54,176,17,9,44
1/30/2019,Wednesday,,,,52,168,185,50,160,,,48,165,0,17,42
1/31/2019,Thursday,,,,44,209,155,50,200,,,89,203,25,42,42
2/1/2019,Friday,,,,74,362,344,75,360,,,66,463,0,100,48
2/2/2019,Saturday,,,,105,395,394,100,380,,,190,460,0,74,46
2/3/2019,Sunday,LY SUPERBOWL. = SLOW,,,81,217,131,80,215,,,142,111,3,13,44
2/4/2019,Monday,,,,51,136,207,50,120,,,31,157,0,24,37
2/5/2019,Tuesday,,,,45,97,165,50,120,,,46,96,0,2,34
2/6/2019,Wednesday,,,,89,202,171,70,180,,,64,153,0,66,34
2/7/2019,Thursday,7pm OSU vs STANFORD BASKETBALLMENS,,,62,214,190,70,200,,,58,197,0,12,31
2/8/2019,Friday,,,,50,356,399,60,350,,,62,329,0,111,36
2/9/2019,Saturday,2:30 pm MENSBASKETBALL OSU VS CAL,,,131,328,485,115,320,,,78,301,0,79,38
2/10/2019,Sunday,,,,105,248,433,100,250,,,91,264,0,47,33
2/11/2019,Monday,LY LEO busy leo,,,62,237,221,50,160,,,48,104,0,11,42
2/12/2019,Tuesday,LY LEO busy leo,,,77,298,471,50,200,,,44,101,5,22,44
2/13/2019,Wednesday,LY VALENTIES DAY,,,111,497,232,50,200,,,127,204,25,31,43
2/14/2019,Thursday,ST. VALENTINE DAY,,,43,183,207,100,500,,,118,446,18,316,42
2/15/2019,Friday,,,,65,338,334,70,325,,,86,371,0,81,44
2/16/2019,Saturday,7:30 UO VS OSU BASKEBALLMENS,,,131,463,383,115,400,,,155,405,20,296,42
2/17/2019,Sunday,ly BASKETBALLall game 1pm,,,110,358,442,110,280,,,182,395,48,99,39
2/18/2019,Monday,PRESIDENTS DAY,,,83,204,161,80,200,,,71,273,13,65,37
2/19/2019,Tuesday,,,,33,143,126,30,140,,,49,158,34,21,41
2/20/2019,Wednesday,,,,60,199,144,60,200,,,57,224,0,46,43
2/21/2019,Thursday,ly osu softball basebball and girls bball,,,48,299,214,50,180,,,47,233,24,35,41
2/22/2019,Friday,ly osu baseball and softball,,,87,461,369,80,375,,,104,455,19,91,38
2/23/2019,Saturday,,,,103,490,368,100,400,,,106,474,6,180,41
2/24/2019,Sunday,,,,135,267,324,130,260,,,139,341,23,86,40
2/25/2019,Monday,,,,28,130,162,30,130,,,34,85,0,33,36
2/26/2019,Tuesday,,,,68,172,178,70,170,,,46,96,0,7,35
2/27/2019,Wednesday,,,,48,167,171,50,160,,,17,160,0,16,34
2/28/2019,Thursday,6pm ARIZONA vs OSU,,,56,179,236,50,175,,,46,266,0,40,35
3/1/2019,Friday,7 pm gymnastics / Baseball  5:35pm,,,94,334,410,100,340,839.72,6924.31,53,362,0,61,45
3/2/2019,Saturday,baseball 1:35pm,,,106,333,494,100,340,1190.81,8041.69,71,427,0,130,41
3/3/2019,Sunday,ly oscars / baseball 1:05 pm,,,122,249,286,120,250,2845.63,5309.75,167,288,24,26,39
3/4/2019,Monday,,,,50,142,143,50,140,623.59,2918.11,45,142,4,6,36
3/5/2019,Tuesday,,,,51,191,152,50,190,626.23,2922.26,42,145,,17,35
3/6/2019,Wednesday,,,,63,199,222,60,200,766.11,4249.31,48,234,6,63,35
3/7/2019,Thursday,,,,76,201,235,80,200,,4903.48,53,307,0,16,42
3/8/2019,Friday,,,,95,399,412,100,400,1976.91,6334.95,122,333,65,57,38
3/9/2019,Saturday,ly messy swim meet,,,90,491,375,100,500,1283.48,8491.48,79,441,8,110,43
3/10/2019,Sunday,,,,77,314,274,80,320,2649.71,4717.55,149,260,7,26,42
3/11/2019,Monday,"ly osu dead week, busy DEAD WEEK",,,45,180,143,50,180,811.64,2770.31,57,151,14,27,44
3/12/2019,Tuesday,DW 6pm CIVIL WAR BASEBALL,,,38,213,142,40,220,841.1,5345.37,44,299,0,44,46
3/13/2019,Wednesday,DW,,,38,167,186,40,170,1172.85,3143.62,84,146,0,38,47
3/14/2019,Thursday,DW,,,64,211,188,70,210,783.86,3824.52,53,201,0,9,45
3/15/2019,Friday,DW,,,49,337,342,50,340,1119.37,5.882.13,74,301,25,48,47
3/16/2019,Saturday,ly st paddys busy transition,,,58,411,432,60,410,2067.88,8530.42,112,458,0,79,48
3/17/2019,Sunday,,,,106,263,284,110,265,1487.82,5305.07,84,330,5,22,53
3/18/2019,Monday,FINALS WEEK,,,52,161,163,50,160,981.94,2485.39,73,132,,,58
3/19/2019,Tuesday,ly leo busy lunch  FINALS WEEK,,,88,197,182,90,200,582.42,2483.35,39,138,0,16,60
3/20/2019,Wednesday,FINALS WEEK,,,73,170,203,70,170,383.59,3605.79,34,189,0,13,59
3/21/2019,Thursday,FINALS WEEK,,,72,223,254,70,220,673.05,5282.26,53,284,0,51,48
3/22/2019,Friday,ly osu finals week SLOW FINALS WEEEK / 7 pmCAL VS OSU BASEBALL/ 5pm softball,,,54,292,330,50,300,1198.87,6143.09,85,387,2,81,45
3/23/2019,Saturday,SPRING BREAK/ 1:35 pm Cal vs osu baseball/ 2:30 softball,,,88,280,340,90,280,1806.23,8084,96,423,6,61,49
3/24/2019,Sunday,SOFTBALL/  BASEBALL  /,,,120,296,324,120,300,1609.8,5613.25,91,272,11,34,49
3/25/2019,Monday,SOFTBALL,,,61,168,155,60,170,884.21,3387.27,58,185,0,13,47
3/26/2019,Tuesday,SOFTBALL,,,73,169,199,70,170,888.79,3083.15,62,168,4,20,47
3/27/2019,Wednesday,ly spring break,,,67,277,188,70,280,1435.29,3137.72,123,157,50,34,49
3/28/2019,Thursday,,,,77,228,206,80,230,761.19,3794.9,65,212,0,48,52
3/29/2019,Friday,SOFTBALL,,,87,264,344,90,260,1544.58,4951.27,103,259,0,38,53
3/30/2019,Saturday,,,,76,281,308,80,300,2010.65,5619.62,120,294,0,76,53
3/31/2019,Sunday,SOFTBALL last day of busy? Move in day?,,,172,249,239,175,250,2054.37,4231.44,123,220,8,39,53
4/1/2019,Monday,,50,154,50,150,145,60,150,,,65,159,0,10,56
4/2/2019,Tuesday,BB 5:35/,63,152,50,160,274,60,150,,,78,184,0,11,57
4/3/2019,Wednesday,BB 5:35/,37,219,50,180,177,70,180,,,75,221,30,53,56
4/4/2019,Thursday,Regional gymnastics 3pm BUSY,39,213,70,230,203,70,230,,,58,265,0,72,54
4/5/2019,Friday,Regional gymnastics 2pm BUSY/ 5pm SOFTBALL/ 5:35  BB/ Regional 7pm gymnastics,80,351,100,390,385,100,390,,,137,413,41,42,52
4/6/2019,Saturday,1:35pm BB/ 6:00 SOFTBALL/ 7pm Regionals gymnastics,77,323,110,380,413,110,380,,,291,420,0,67,50
4/7/2019,Sunday,1pm SOFTBALL/ 1:05 BB,126,288,125,310,304,125,300,,,136,284,0,33,54
4/8/2019,Monday,,78,145,60,150,216,60,150,,,33,154,2,7,54
4/9/2019,Tuesday,BB civil war 5:30pm,45,192,60,190,228,60,180,,,61,129,20,10,53
4/10/2019,Wednesday,,58,183,60,180,204,60,180,,,53,182,0,19,51
4/11/2019,Thursday,,83,208,70,200,242,70,200,,,101,282,0,136,51
4/12/2019,Friday,,74,400,70,400,325,70,400,,,54,391,0,58,55
4/13/2019,Saturday,,72,412,90,400,331,90,400,,,189,481,19,112,47
4/14/2019,Sunday,,130,287,130,300,205,130,300,,,164,221,12,17,47
4/15/2019,Monday,,52,181,50,180,120,50,180,,,65,164,4,0,43
4/16/2019,Tuesday,,49,223,50,220,150,50,180,,,63,155,20,9,53
4/17/2019,Wednesday,,43,176,50,180,194,50,180,,,53,196,0,28,58
4/18/2019,Thursday,5:00pm SOFTBALL/ 7pm BB,73,221,60,220,261,60,220,,,68,264,40,13,62
4/19/2019,Friday,5pm SOFTBALL/ 7pm BB,57,425,60,420,367,60,420,,,76,346,0,87,57
4/20/2019,Saturday,FB spring game 11am/ 12pm SOFTBALL/ BB 7pm,102,359,110,400,448,90,400,,,93,307,14,84,57
4/21/2019,Sunday,,99,275,100,275,283,150,275,,,192,290,79,55,55
4/22/2019,Monday,,37,147,40,150,181,40,150,,,52,111,2,0,53
4/23/2019,Tuesday,,46,84,50,100,249,50,130,,,65,154,22,10,61
4/24/2019,Wednesday,,59,136,50,140,231,50,140,,,72,194,0,39,56
4/25/2019,Thursday,,44,235,50,230,212,50,230,,,67,160,,,58
4/26/2019,Friday,TRACK ALL DAY / BUSY,74,331,115,420,386,120,420,,,134,414,9,99,56
4/27/2019,Saturday,ly variious proms/ TRACK MEET ALL DAY/ 1:35pm BB,85,469,130,500,479,130,500,,,67,417,0,96,50
4/28/2019,Sunday,BB 1:05,146,242,150,300,297,150,300,,,83,337,4,24,49
4/29/2019,Monday,,51,175,50,175,166,45,150,,,43,188,0,63,52
4/30/2019,Tuesday,5:35 BB,75,153,60,150,167,50,150,,,114,178,55,6,54
5/1/2019,Wednesday,,,,66,140,163,40,140,,,92,184,8,0,52
5/2/2019,Thursday,,,,41,206,255,40,200,,,45,143,0,12,51
5/3/2019,Friday,osu moms weekend kick off/  5:35 BB,,,70,475,445,70,475,,,72,481,82,123,55
5/4/2019,Saturday,philomath and west albany prom,,,118,576,536,120,600,,,117,456,64,151,58
5/5/2019,Sunday,,,,87,371,301,100,400,,,90,287,2,46,61
5/6/2019,Monday,,,,34,170,117,30,170,,,21,144,0,26,63
5/7/2019,Tuesday,Adams Elementary LEO,,,65,179,194,60,180,,,72,171,21,35,61
5/8/2019,Wednesday,,,,49,215,224,50,215,,,77,172,0,14,60
5/9/2019,Thursday,5:00 SOFTBALL,,,57,281,215,60,275,,,77,254,0,149,69
5/10/2019,Friday,3:00  SOFTBALL,,,106,464,444,106,470,,,43,405,0,99,66
5/11/2019,Saturday,10:00 SOFTBALL,,,167,566,494,170,600,,,283,500,94,79,66
5/12/2019,Sunday,,,,282,458,501,300,475,,,260,517,64,87,60
5/13/2019,Monday,,,,42,266,184,40,210,,,73,144,,,56
5/14/2019,Tuesday,5:35 pm BB vs portland,,,39,212,138,40,210,,,71,224,0,24,56
5/15/2019,Wednesday,,,,50,207,181,50,210,,,55,148,,,
5/16/2019,Thursday,,,,57,50,325,50,220,,,49,267,,,
5/17/2019,Friday,,,,38,351,412,40,350,,,61,433,,,
5/18/2019,Saturday,CHS prom,,,107,418,378,110,420,,,107,376,0,35,
5/19/2019,Sunday,,,,130,239,294,130,240,,,107,293,,,
5/20/2019,Monday,,,,57,133,153,60,130,,,71,174,,,
5/21/2019,Tuesday,,,,58,174,192,60,175,,,53,160,24,0,
5/22/2019,Wednesday,,,,46,214,212,60,215,,,88,187,,,
5/23/2019,Thursday,6pm BB vs USC,,,66,237,243,70,240,,,75,292,0,24,
5/24/2019,Friday,6pm BB vs USC,,,74,335,311,75,335,,,88,285,,,
5/25/2019,Saturday,12pm vs USC,,,65,371,262,75,375,,,142,351,2,50,
5/26/2019,Sunday,,,,113,265,247,115,265,,,81,234,,,
5/27/2019,Monday,Memorial day,,,63,204,208,60,200,,,83,223,,,
5/28/2019,Tuesday,,,,57,178,189,60,180,,,50,116,,,
5/29/2019,Wednesday,,,,48,156,247,50,160,,,59,187,,,
5/30/2019,Thursday,,,,66,198,273,70,200,,,52,208,,,
5/31/2019,Friday,,,,74,354,393,75,354,,,86,234,,,
6/1/2019,Saturday,LY unexpected lunch conference / LY CHS CV PROM SLOW :(,,,144,329,463,90,330,,,78,383,,,
6/2/2019,Sunday,,,,119,287,253,120,290,,,134,220,,,
6/3/2019,Monday,,,,40,199,168,40,200,,,30,154,,,
6/4/2019,Tuesday,LEO adams elementary,,,49,233,192,40,220,,,25,250,,,
6/5/2019,Wednesday,,,,37,223,157,40,220,,,75,199,17,0,
6/6/2019,Thursday,,,,42,229,258,40,220,,,60,270,17,0,
6/7/2019,Friday,,,,83,382,347,80,380,,,106,393,0,13,
6/8/2019,Saturday,,,,86,365,439,90,380,,,72,378,0,14,
6/9/2019,Sunday,,,,118,308,267,120,310,,,115,303,,,
6/10/2019,Monday,,,,29,180,183,40,180,,,46,137,,,
6/11/2019,Tuesday,LEO safehaven,,,66,214,210,60,200,,,96,209,54,0,
6/12/2019,Wednesday,,,,85,202,279,70,200,,,90,243,,,
6/13/2019,Thursday,,,,71,349,336,70,350,,,68,238,,,
6/14/2019,Friday,,,,93,550,487,100,550,,,94,479,0,81,
6/15/2019,Saturday,graduation day,,,160,434,343,175,450,,,193,395,138,83,
6/16/2019,Sunday,fathers day,,,151,375,362,160,375,,,157,407,,,
6/17/2019,Monday,,,,70,210,210,70,210,,,58,173,,,
6/18/2019,Tuesday,,,,40,220,172,40,200,,,94,262,,,
6/19/2019,Wednesday,,,,53,136,209,50,180,,,89,185,,,
6/20/2019,Thursday,,,,50,189,280,50,180,,,46,212,,,60
6/21/2019,Friday,,,,74,252,258,75,250,,,58,369,0,27,63
6/22/2019,Saturday,,,,58,259,281,60,260,,,62,269,,,62
6/23/2019,Sunday,,,,66,331,253,70,330,,,102,196,,,64
6/24/2019,Monday,,,,63,146,202,60,150,,,72,190,,,63
6/25/2019,Tuesday,,,,44,173,230,50,170,,,38,197,,,56
6/26/2019,Wednesday,,,,40,154,181,50,170,,,111,143,,,61
6/27/2019,Thursday,,,,69,211,221,70,200,,,70,207,,,65
6/28/2019,Friday,,,,79,381,247,80,380,,,100,276,,,67
6/29/2019,Saturday,,,,69,294,330,70,300,,,74,381,,,
6/30/2019,Sunday,,,,75,219,300,75,220,,,80,205,,,
7/1/2019,Monday,ly random 35 + busy no reason              knights home game,,,56,258,215,60,180,,,54,185,,,65
7/2/2019,Tuesday,ly day before 4th of July                          knights home game,,,64,176,0,60,170,,,81,136,,,63
7/3/2019,Wednesday,ly 4th of July                                              knights home game,,,44,165,229,50,160,,,42,151,,,66
7/4/2019,Thursday,This Year 4th of July / Close @ 8:00,,,55,167,166,45,160,,,19,180,,,67
7/5/2019,Friday,,,,70,245,341,70,250,,,88,286,,,67
7/6/2019,Saturday,,,,44,272,353,50,280,,,84,252,,,63
7/7/2019,Sunday,,,,76,231,221,75,220,,,88,281,,,66
7/8/2019,Monday,25 top res for lunch.,,,77,186,200,75,180,,,60,187,,,68
7/9/2019,Tuesday,,,,55,187,196,50,180,,,57,199,,,70
7/10/2019,Wednesday,corvallis farmers market,,,52,220,222,50,190,,,82,180,,,72
7/11/2019,Thursday,knights home game,,,79,189,251,80,190,,,75,205,,,72
7/12/2019,Friday,knights home game,,,90,318,366,90,320,,,81,308,,,72
7/13/2019,Saturday,corvallis farmers market                            knights home game,,,49,307,300,50,300,,,169,284,,,68
7/14/2019,Sunday,knights home game,,,73,229,273,75,220,,,76,223,,,70
7/15/2019,Monday,,,,60,172,204,60,175,,,70,195,,,67
7/16/2019,Tuesday,,,,52,205,177,50,200,,,73,204,,,68
7/17/2019,Wednesday,corvallis farmers market,,,46,238,231,50,210,,,98,177,,,62
7/18/2019,Thursday,,,,60,218,212,60,220,,,68,241,,,68
7/19/2019,Friday,da vinci days                                                   knihgts home game,,,59,297,258,60,300,,,90,337,,,71
7/20/2019,Saturday,da vinci days     corvallis farmers market                            knights home game,,,102,305,348,100,300,,,230,262,,,70
7/21/2019,Sunday,da vinci days                                                   knihgts home game,,,115,274,294,115,275,,,103,316,,,66
7/22/2019,Monday,,,,54,143,205,50,140,,,59,153,,,66
7/23/2019,Tuesday,,,,70,182,194,60,180,,,48,192,,,72
7/24/2019,Wednesday,,,,77,185,229,70,180,,,49,194,,,74
7/25/2019,Thursday,knights home games,,,58,195,272,60,200,,,57,252,,,69
7/26/2019,Friday,,,,75,262,333,75,260,,,77,334,0,60,70
7/27/2019,Saturday,corvallis farmers market,,,62,255,350,60,250,,,78,276,,,69
7/28/2019,Sunday,,,,112,250,260,110,250,,,89,233,,,69
7/29/2019,Monday,ly summer camps for osu,,,38,218,183,40,220,,,70,231,,,70
7/30/2019,Tuesday,knights home game,,,69,201,211,70,200,,,53,150,,,
7/31/2019,Wednesday,corvallis farmers market,,,79,215,216,80,210,,,79,169,,,
8/1/2019,Thursday,knights home game,,,100,226,207,80,220,,,105,190,,,72
8/2/2019,Friday,,,,36,331,338,40,330,,,69,241,0,30,70
8/3/2019,Saturday,corvallis farmers market,,,49,314,na,50,300,,,87,310,,,76
8/4/2019,Sunday,,,,83,264,178,80,260,,,94,232,,,75
8/5/2019,Monday,,,,43,192,193,40,190,,,199,207,,,75
8/6/2019,Tuesday,,,,57,197,210,60,200,,,54,203,,,72
8/7/2019,Wednesday,corvallis farmers market,,,69,188,188,70,190,,,100,174,,,67
8/8/2019,Thursday,,,,77,208,260,80,210,,,50,211,,,66
8/9/2019,Friday,knights home game,,,71,331,259,70,330,,,60,308,,,69
8/10/2019,Saturday,corvallis farmers market/ knights home game,,,54,284,326,55,285,,,39,326,,,64
8/11/2019,Sunday,knights home game,,,66,233,260,70,235,,,133,254,,,68
8/12/2019,Monday,,,,58,194,218,60,200,,,47,162,,,68
8/13/2019,Tuesday,,,,41,233,162,40,230,,,82,233,,,73
8/14/2019,Wednesday,corvallis farmers market,,,111,246,265,80,240,,,74,178,,,73
8/15/2019,Thursday,LY COUNTRY MUSIC FEST. Same tis year!!!! MAYBE CANCLELLED? So proj are low….,,,59,170,184,60,170,,,52,217,,,70
8/16/2019,Friday,LY COUNTRY MUSIC FEST. Same tis year!!!!,,,55,272,270,55,270,,,56,319,,,68
8/17/2019,Saturday,"LY Country music fest, same this year!! Corvallis farmers market. ;rock n gem festival fairgrounds",,,84,261,221,85,260,,,94,322,,,67
8/18/2019,Sunday,LY COUNTRY MUSIC FEST. Same tis year!!!! Rock n gem festival fairgrounds…,,,80,190,356,80,190,,,140,252,,,71
8/19/2019,Monday,,,,40,265,307,40,250,,,53,131,,,68
8/20/2019,Tuesday,,,,83,229,294,83,229,,,53,163,,,70
8/21/2019,Wednesday,corvalils farmers market,,,66,209,249,66,210,,,71,198,,,63
8/22/2019,Thursday,,,,57,183,295,60,180,,,134,272,,,66
8/23/2019,Friday,,,,82,210,262,80,210,,,74,289,,,68
8/24/2019,Saturday,corvalils farmers market,,,70,286,258,70,290,,,41,421,,,67
8/25/2019,Sunday,,,,79,267,301,80,270,,,75,181,,,68
8/26/2019,Monday,,,,79,138,269,80,140,,,53,325,,,70
8/27/2019,Tuesday,,,,54,161,162,55,160,,,42,194,,,77
8/28/2019,Wednesday,corvallis farmers market,,,77,163,193,80,165,,,56,259,,,76
8/29/2019,Thursday,,,,56,193,287,60,195,,,52,318,,,74
8/30/2019,Friday,7:30 pm first home game FB vs oklahoma st. !!!!!!!!!!!,,,78,250,316,80,250,,,133,516,,,70
8/31/2019,Saturday,corvallis farmers market,,,57,241,393,60,240,,,49,266,,,70
9/1/2019,Sunday,womens soccer 2:30pm,,,81,232,294,80,230,1577.76,5056.56,91,240,9,23,
9/2/2019,Monday,labor day!!!!!,,,76,229,234,80,230,687.94,4034.31,59,209,0,16,
9/3/2019,Tuesday,first day of kindergarden,,,59,120,188,60,120,1018.5,3002.08,75,148,23,2,
9/4/2019,Wednesday,corvallis farmer market,,,45,204,181,45,200,695.31,3882.12,49,204,31,12,
9/5/2019,Thursday,womens soccer7:00,,,34,180,177,40,180,694.69,2644.52,52,137,6,29,
9/6/2019,Friday,,,,65,275,266,65,275,1425.59,5237.63,72,253,0,56,
9/7/2019,Saturday,ly football game….corvallis farmer market,,,72,331,291,70,330,1185.65,5899.45,64,308,14,164,
9/8/2019,Sunday,,,,99,280,208,100,280,1979.56,4831.34,120,230,10,53,
9/9/2019,Monday,,,,35,176,164,35,175,1414.69,4176.56,47,178,0,2,
9/10/2019,Tuesday,,,,52,204,216,50,200,1247.45,3065.75,92,165,34,16,
9/11/2019,Wednesday,corvallis farmer market,,,50,156,,50,160,794.89,3046.5,58,154,7,31,
9/12/2019,Thursday,,,,46,232,204,50,230,1051.9,3706.7,74,183,15,6,
9/13/2019,Friday,OSU MOVE IN WEEKEND.,,,76,291,336,80,300,949.99,6342.36,65,321,0,68,
9/14/2019,Saturday,"BUSY transition. Early servers, for move in./ corvallis farmer market. Home game 1:15 FB",,,81,432,395,80,430,3356.23,7586.54,84,368,2,137,
9/15/2019,Sunday,"move in day, super busy. Look at last year log for staffing info",,,204,376,384,200,375,1665.18,4329.01,103,229,0,43,
9/16/2019,Monday,,,,47,232,190,50,230,892.73,4102.16,60,215,0,44,
9/17/2019,Tuesday,,,,46,235,215,50,230,645.96,2855.9,48,149,7,4,
9/18/2019,Wednesday,corvallis farmer market,,,47,214,210,50,215,1063.13,4604.15,59,232,0,42,
9/19/2019,Thursday,,,,52,250,199,50,250,1731.14,3509.81,103,182,17,37,
9/20/2019,Friday,,,,70,370,331,70,370,1260.09,5929.11,90,296,0,60,
9/21/2019,Saturday,corvallis farmer market,,,110,446,448,110,450,1252.37,10340.63,67,552,0,180,
